Node	CRUD	DataFlowValue
$r14 = new java.io.FileInputStream	C	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6]
r20 = $r19	U	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r16, r17, $r19]
$r15 = new java.io.FileOutputStream	C	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14]
virtualinvoke r6.<java.io.FileOutputStream: void write(byte[],int,int)>(r2, 0, i1)	R	[r0, r1, r2, z0, n0, $z2, i0, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14, $r15, z1, i1, $i2]
z1 = 0	U	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14, $r15]
goto [?= (branch)]	R	[r0, r1, r2, z0, n0, $z2, i0, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14, $r15, z1, i1, $i2]
if r9 != null goto i0 = 0	R	[r0, r1, r2, z0, n0, $z2, r9]
r9 = newarray (java.lang.String)[0]	C	[r0, r1, r2, z0, n0, $z2, r9]
i1 = virtualinvoke r5.<java.io.FileInputStream: int read(byte[])>(r2)	U	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14, $r15, z1]
r1 := @parameter1: java.io.File	R	[r0]
$z2 = virtualinvoke r0.<java.io.File: boolean isDirectory()>()	U	[r0, r1, r2, z0, n0]
goto [?= i0 = i0 + 1]	R	[r0, r1, r2, z0, n0, $z2, i0, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14, $r15, z1, i1, $i2]
$r10 = new java.io.File	C	[r0, r1, r2, z0, n0, $z2, i0, $i2]
$r18 := @caughtexception	R	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r16, r17]
goto [?= throw r8]	R	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r21, r8]
r5 = $r14	U	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14]
$r28 := @caughtexception	R	[r0, r1, r2, z0, n0, $z2, i0, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14, $r15, z1, i1, $i2]
$r21 := @caughtexception	R	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6]
r27 = $r26	U	[r0, r1, r2, z0, n0, $z2, i0, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14, $r15, z1, i1, $i2, $r26]
i0 = 0	U	[r0, r1, r2, z0, n0, $z2, r9]
i0 = i0 + 1	U	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3]
$r26 := @caughtexception	R	[r0, r1, r2, z0, n0, $z2, i0, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r14, $r15, z1, i1, $i2]
r25 = $r24	U	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3, r5, r6, $r21, r8, $r24]
r5 = null	U	[r0, r1, r2, z0, n0, $z2, i0, $i2, $r10, $r11, r3, $r12, $r13, r4, $z3]
