start	end	CRUD_Test
r10 = interfaceinvoke r2.<javax.management.MBeanServer: java.util.Set queryNames(javax.management.ObjectName,javax.management.QueryExp)>(r9, null)	$z2 = virtualinvoke r18.<java.lang.String: boolean equals(java.lang.Object)>("/")	1
$z2 = virtualinvoke r18.<java.lang.String: boolean equals(java.lang.Object)>("/")	if $z2 == 0 goto virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<h1>")	1
if $z2 == 0 goto virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<h1>")	r38 = ""	0
if $z2 == 0 goto virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<h1>")	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<h1>")	0
r38 = ""	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<h1>")	1
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<h1>")	$r39 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String filter(java.lang.Object)>(r4)	0
$r39 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String filter(java.lang.Object)>(r4)	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r39)	1
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r39)	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</h1>")	0
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</h1>")	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</a>")	0
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</a>")	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<p>")	0
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<p>")	r11 = interfaceinvoke r2.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "startTime")	0
r11 = interfaceinvoke r2.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "startTime")	$r40 = new java.lang.StringBuilder	0
$r40 = new java.lang.StringBuilder	specialinvoke $r40.<java.lang.StringBuilder: void <init>(java.lang.String)>(" Start time: ")	1
specialinvoke $r40.<java.lang.StringBuilder: void <init>(java.lang.String)>(" Start time: ")	$r41 = new java.util.Date	0
$r41 = new java.util.Date	$r42 = (java.lang.Long) r11	1
$r42 = (java.lang.Long) r11	$l2 = virtualinvoke $r42.<java.lang.Long: long longValue()>()	1
$l2 = virtualinvoke $r42.<java.lang.Long: long longValue()>()	specialinvoke $r41.<java.util.Date: void <init>(long)>($l2)	1
specialinvoke $r41.<java.util.Date: void <init>(long)>($l2)	$r43 = virtualinvoke $r40.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r41)	0
$r43 = virtualinvoke $r40.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r41)	$r44 = virtualinvoke $r43.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r44 = virtualinvoke $r43.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r44)	1
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r44)	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>(" Startup time: ")	0
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>(" Startup time: ")	$r45 = interfaceinvoke r2.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "startupTime")	0
$r45 = interfaceinvoke r2.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "startupTime")	$r46 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String formatTime(java.lang.Object,boolean)>($r45, 0)	1
$r46 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String formatTime(java.lang.Object,boolean)>($r45, 0)	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r46)	1
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r46)	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>(" TLD scan time: ")	0
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>(" TLD scan time: ")	$r47 = interfaceinvoke r2.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "tldScanTime")	0
$r47 = interfaceinvoke r2.<javax.management.MBeanServer: java.lang.Object getAttribute(javax.management.ObjectName,java.lang.String)>(r1, "tldScanTime")	$r48 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String formatTime(java.lang.Object,boolean)>($r47, 0)	1
$r48 = staticinvoke <org.apache.catalina.manager.StatusTransformer: java.lang.String formatTime(java.lang.Object,boolean)>($r47, 0)	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r48)	1
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r48)	if r7 == null goto (branch)	0
if r7 == null goto (branch)	staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeManager(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int)>(r0, r7, r2, i0)	0
if r7 == null goto (branch)	if r10 == null goto virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	0
staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeManager(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int)>(r0, r7, r2, i0)	if r10 == null goto virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	0
if r10 == null goto virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeJspMonitor(java.io.PrintWriter,java.util.Set,javax.management.MBeanServer,int)>(r0, r10, r2, i0)	0
if r10 == null goto virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	0
staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeJspMonitor(java.io.PrintWriter,java.util.Set,javax.management.MBeanServer,int)>(r0, r10, r2, i0)	virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	0
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	$r49 = new java.lang.StringBuilder	0
$r49 = new java.lang.StringBuilder	$r50 = virtualinvoke r1.<javax.management.ObjectName: java.lang.String getDomain()>()	1
$r50 = virtualinvoke r1.<javax.management.ObjectName: java.lang.String getDomain()>()	$r51 = staticinvoke <java.lang.String: java.lang.String valueOf(java.lang.Object)>($r50)	1
$r51 = staticinvoke <java.lang.String: java.lang.String valueOf(java.lang.Object)>($r50)	specialinvoke $r49.<java.lang.StringBuilder: void <init>(java.lang.String)>($r51)	1
specialinvoke $r49.<java.lang.StringBuilder: void <init>(java.lang.String)>($r51)	$r52 = virtualinvoke $r49.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(":j2eeType=Servlet,WebModule=")	0
$r52 = virtualinvoke $r49.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(":j2eeType=Servlet,WebModule=")	$r53 = virtualinvoke $r52.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r3)	1
$r53 = virtualinvoke $r52.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r3)	$r54 = virtualinvoke $r53.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(",*")	1
$r54 = virtualinvoke $r53.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(",*")	r12 = virtualinvoke $r54.<java.lang.StringBuilder: java.lang.String toString()>()	1
r12 = virtualinvoke $r54.<java.lang.StringBuilder: java.lang.String toString()>()	$r55 = new javax.management.ObjectName	0
$r55 = new javax.management.ObjectName	specialinvoke $r55.<javax.management.ObjectName: void <init>(java.lang.String)>(r12)	1
specialinvoke $r55.<javax.management.ObjectName: void <init>(java.lang.String)>(r12)	r13 = $r55	0
r13 = $r55	r14 = interfaceinvoke r2.<javax.management.MBeanServer: java.util.Set queryMBeans(javax.management.ObjectName,javax.management.QueryExp)>(r13, null)	1
r14 = interfaceinvoke r2.<javax.management.MBeanServer: java.util.Set queryMBeans(javax.management.ObjectName,javax.management.QueryExp)>(r13, null)	r15 = interfaceinvoke r14.<java.util.Set: java.util.Iterator iterator()>()	1
r15 = interfaceinvoke r14.<java.util.Set: java.util.Iterator iterator()>()	goto [?= $z3 = interfaceinvoke r15.<java.util.Iterator: boolean hasNext()>()]	1
goto [?= $z3 = interfaceinvoke r15.<java.util.Iterator: boolean hasNext()>()]	$z3 = interfaceinvoke r15.<java.util.Iterator: boolean hasNext()>()	0
$r56 = interfaceinvoke r15.<java.util.Iterator: java.lang.Object next()>()	r16 = (javax.management.ObjectInstance) $r56	1
r16 = (javax.management.ObjectInstance) $r56	$r57 = virtualinvoke r16.<javax.management.ObjectInstance: javax.management.ObjectName getObjectName()>()	1
$r57 = virtualinvoke r16.<javax.management.ObjectInstance: javax.management.ObjectName getObjectName()>()	staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeWrapper(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int)>(r0, $r57, r2, i0)	1
staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeWrapper(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int)>(r0, $r57, r2, i0)	$z3 = interfaceinvoke r15.<java.util.Iterator: boolean hasNext()>()	0
$z3 = interfaceinvoke r15.<java.util.Iterator: boolean hasNext()>()	if $z3 != 0 goto $r56 = interfaceinvoke r15.<java.util.Iterator: java.lang.Object next()>()	1
if $z3 != 0 goto $r56 = interfaceinvoke r15.<java.util.Iterator: java.lang.Object next()>()	return	0
if $z3 != 0 goto $r56 = interfaceinvoke r15.<java.util.Iterator: java.lang.Object next()>()	$r56 = interfaceinvoke r15.<java.util.Iterator: java.lang.Object next()>()	0
