start	end	CRUD_Test
specialinvoke $r9.<java.lang.StringBuilder: void <init>(java.lang.String)>($r12)	$r26 := @caughtexception	0
$r13 = virtualinvoke r8.<javax.naming.Binding: java.lang.String getName()>()	$r14 = virtualinvoke $r9.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r13)	1
$r13 = virtualinvoke r8.<javax.naming.Binding: java.lang.String getName()>()	$r26 := @caughtexception	1
$r14 = virtualinvoke $r9.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r13)	$r15 = virtualinvoke $r14.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("/")	1
$r14 = virtualinvoke $r9.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r13)	$r26 := @caughtexception	1
$r15 = virtualinvoke $r14.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("/")	$r16 = virtualinvoke $r15.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r15 = virtualinvoke $r14.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("/")	$r26 := @caughtexception	1
$r16 = virtualinvoke $r15.<java.lang.StringBuilder: java.lang.String toString()>()	$r17 = virtualinvoke r8.<javax.naming.Binding: java.lang.Object getObject()>()	1
$r16 = virtualinvoke $r15.<java.lang.StringBuilder: java.lang.String toString()>()	$r26 := @caughtexception	1
$r17 = virtualinvoke r8.<javax.naming.Binding: java.lang.Object getObject()>()	$r18 = (javax.naming.Context) $r17	1
$r17 = virtualinvoke r8.<javax.naming.Binding: java.lang.Object getObject()>()	$r26 := @caughtexception	1
$r18 = (javax.naming.Context) $r17	virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: void printResources(java.io.PrintWriter,java.lang.String,javax.naming.Context,java.lang.String,java.lang.Class,org.apache.tomcat.util.res.StringManager)>(r1, $r16, $r18, r4, r5, r6)	1
$r18 = (javax.naming.Context) $r17	$r26 := @caughtexception	1
virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: void printResources(java.io.PrintWriter,java.lang.String,javax.naming.Context,java.lang.String,java.lang.Class,org.apache.tomcat.util.res.StringManager)>(r1, $r16, $r18, r4, r5, r6)	goto [?= $z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()]	0
virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: void printResources(java.io.PrintWriter,java.lang.String,javax.naming.Context,java.lang.String,java.lang.Class,org.apache.tomcat.util.res.StringManager)>(r1, $r16, $r18, r4, r5, r6)	$r26 := @caughtexception	0
goto [?= $z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()]	$z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()	0
goto [?= $z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()]	$r26 := @caughtexception	0
if r5 == null goto $r20 = new java.lang.StringBuilder	$r19 = virtualinvoke r8.<javax.naming.Binding: java.lang.Object getObject()>()	0
if r5 == null goto $r20 = new java.lang.StringBuilder	$r20 = new java.lang.StringBuilder	0
if r5 == null goto $r20 = new java.lang.StringBuilder	$r26 := @caughtexception	0
$r19 = virtualinvoke r8.<javax.naming.Binding: java.lang.Object getObject()>()	$z1 = virtualinvoke r5.<java.lang.Class: boolean isInstance(java.lang.Object)>($r19)	1
$r19 = virtualinvoke r8.<javax.naming.Binding: java.lang.Object getObject()>()	$r26 := @caughtexception	1
$z1 = virtualinvoke r5.<java.lang.Class: boolean isInstance(java.lang.Object)>($r19)	if $z1 != 0 goto $r20 = new java.lang.StringBuilder	1
$z1 = virtualinvoke r5.<java.lang.Class: boolean isInstance(java.lang.Object)>($r19)	$r26 := @caughtexception	1
if $z1 != 0 goto $r20 = new java.lang.StringBuilder	goto [?= $z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()]	0
if $z1 != 0 goto $r20 = new java.lang.StringBuilder	$r20 = new java.lang.StringBuilder	0
if $z1 != 0 goto $r20 = new java.lang.StringBuilder	$r26 := @caughtexception	0
goto [?= $z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()]	$z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()	0
goto [?= $z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()]	$r26 := @caughtexception	0
$r20 = new java.lang.StringBuilder	$r21 = staticinvoke <java.lang.String: java.lang.String valueOf(java.lang.Object)>(r2)	1
$r20 = new java.lang.StringBuilder	$r26 := @caughtexception	1
$r21 = staticinvoke <java.lang.String: java.lang.String valueOf(java.lang.Object)>(r2)	specialinvoke $r20.<java.lang.StringBuilder: void <init>(java.lang.String)>($r21)	1
$r21 = staticinvoke <java.lang.String: java.lang.String valueOf(java.lang.Object)>(r2)	$r26 := @caughtexception	1
specialinvoke $r20.<java.lang.StringBuilder: void <init>(java.lang.String)>($r21)	$r22 = virtualinvoke r8.<javax.naming.Binding: java.lang.String getName()>()	0
specialinvoke $r20.<java.lang.StringBuilder: void <init>(java.lang.String)>($r21)	$r26 := @caughtexception	0
$r22 = virtualinvoke r8.<javax.naming.Binding: java.lang.String getName()>()	$r23 = virtualinvoke $r20.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r22)	1
$r22 = virtualinvoke r8.<javax.naming.Binding: java.lang.String getName()>()	$r26 := @caughtexception	1
$r23 = virtualinvoke $r20.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r22)	$r24 = virtualinvoke $r23.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r23 = virtualinvoke $r20.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r22)	$r26 := @caughtexception	1
$r24 = virtualinvoke $r23.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r1.<java.io.PrintWriter: void print(java.lang.String)>($r24)	1
$r24 = virtualinvoke $r23.<java.lang.StringBuilder: java.lang.String toString()>()	$r26 := @caughtexception	1
virtualinvoke r1.<java.io.PrintWriter: void print(java.lang.String)>($r24)	virtualinvoke r1.<java.io.PrintWriter: void print(char)>(58)	0
virtualinvoke r1.<java.io.PrintWriter: void print(java.lang.String)>($r24)	$r26 := @caughtexception	0
virtualinvoke r1.<java.io.PrintWriter: void print(char)>(58)	$r25 = virtualinvoke r8.<javax.naming.Binding: java.lang.String getClassName()>()	0
virtualinvoke r1.<java.io.PrintWriter: void print(char)>(58)	$r26 := @caughtexception	0
$r25 = virtualinvoke r8.<javax.naming.Binding: java.lang.String getClassName()>()	virtualinvoke r1.<java.io.PrintWriter: void print(java.lang.String)>($r25)	1
$r25 = virtualinvoke r8.<javax.naming.Binding: java.lang.String getClassName()>()	$r26 := @caughtexception	1
virtualinvoke r1.<java.io.PrintWriter: void print(java.lang.String)>($r25)	virtualinvoke r1.<java.io.PrintWriter: void println()>()	0
virtualinvoke r1.<java.io.PrintWriter: void print(java.lang.String)>($r25)	$r26 := @caughtexception	0
virtualinvoke r1.<java.io.PrintWriter: void println()>()	$z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()	0
virtualinvoke r1.<java.io.PrintWriter: void println()>()	$r26 := @caughtexception	0
$z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()	if $z2 != 0 goto $r10 = interfaceinvoke r7.<javax.naming.NamingEnumeration: java.lang.Object next()>()	1
$z2 = interfaceinvoke r7.<javax.naming.NamingEnumeration: boolean hasMore()>()	$r26 := @caughtexception	1
if $z2 != 0 goto $r10 = interfaceinvoke r7.<javax.naming.NamingEnumeration: java.lang.Object next()>()	goto [?= return]	0
if $z2 != 0 goto $r10 = interfaceinvoke r7.<javax.naming.NamingEnumeration: java.lang.Object next()>()	$r10 = interfaceinvoke r7.<javax.naming.NamingEnumeration: java.lang.Object next()>()	0
if $z2 != 0 goto $r10 = interfaceinvoke r7.<javax.naming.NamingEnumeration: java.lang.Object next()>()	$r26 := @caughtexception	0
goto [?= return]	return	0
$r26 := @caughtexception	r27 = $r26	0
r27 = $r26	staticinvoke <org.apache.tomcat.util.ExceptionUtils: void handleThrowable(java.lang.Throwable)>(r27)	1
staticinvoke <org.apache.tomcat.util.ExceptionUtils: void handleThrowable(java.lang.Throwable)>(r27)	$r28 = new java.lang.StringBuilder	0
$r28 = new java.lang.StringBuilder	specialinvoke $r28.<java.lang.StringBuilder: void <init>(java.lang.String)>("ManagerServlet.resources[")	1
specialinvoke $r28.<java.lang.StringBuilder: void <init>(java.lang.String)>("ManagerServlet.resources[")	$r29 = virtualinvoke $r28.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r4)	0
$r29 = virtualinvoke $r28.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r4)	$r30 = virtualinvoke $r29.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("]")	1
$r30 = virtualinvoke $r29.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("]")	$r31 = virtualinvoke $r30.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r31 = virtualinvoke $r30.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: void log(java.lang.String,java.lang.Throwable)>($r31, r27)	1
virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: void log(java.lang.String,java.lang.Throwable)>($r31, r27)	$r32 = newarray (java.lang.Object)[1]	0
$r32 = newarray (java.lang.Object)[1]	$r33 = virtualinvoke r27.<java.lang.Throwable: java.lang.String toString()>()	1
$r33 = virtualinvoke r27.<java.lang.Throwable: java.lang.String toString()>()	$r32[0] = $r33	1
$r32[0] = $r33	$r34 = virtualinvoke r6.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String,java.lang.Object[])>("managerServlet.exception", $r32)	1
$r34 = virtualinvoke r6.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String,java.lang.Object[])>("managerServlet.exception", $r32)	virtualinvoke r1.<java.io.PrintWriter: void println(java.lang.String)>($r34)	1
virtualinvoke r1.<java.io.PrintWriter: void println(java.lang.String)>($r34)	return	0
