start	end	CRUD_Test
if $z1 == 0 goto interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: void setContentType(java.lang.String)>("text/plain;charset=utf-8")	z2 = 1	0
if $z1 == 0 goto interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: void setContentType(java.lang.String)>("text/plain;charset=utf-8")	interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: void setContentType(java.lang.String)>("text/plain;charset=utf-8")	0
z2 = 1	interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: void setContentType(java.lang.String)>("text/plain;charset=utf-8")	1
interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: void setContentType(java.lang.String)>("text/plain;charset=utf-8")	interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: void setHeader(java.lang.String,java.lang.String)>("X-Content-Type-Options", "nosniff")	0
interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: void setHeader(java.lang.String,java.lang.String)>("X-Content-Type-Options", "nosniff")	r7 = interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: java.io.PrintWriter getWriter()>()	0
r7 = interfaceinvoke r2.<javax.servlet.http.HttpServletResponse: java.io.PrintWriter getWriter()>()	if r4 != null goto $z3 = virtualinvoke r4.<java.lang.String: boolean equals(java.lang.Object)>("/deploy")	1
if r4 != null goto $z3 = virtualinvoke r4.<java.lang.String: boolean equals(java.lang.Object)>("/deploy")	$r14 = virtualinvoke r3.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String)>("managerServlet.noCommand")	0
if r4 != null goto $z3 = virtualinvoke r4.<java.lang.String: boolean equals(java.lang.Object)>("/deploy")	$z3 = virtualinvoke r4.<java.lang.String: boolean equals(java.lang.Object)>("/deploy")	0
$r14 = virtualinvoke r3.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String)>("managerServlet.noCommand")	virtualinvoke r7.<java.io.PrintWriter: void println(java.lang.String)>($r14)	1
virtualinvoke r7.<java.io.PrintWriter: void println(java.lang.String)>($r14)	goto [?= virtualinvoke r7.<java.io.PrintWriter: void flush()>()]	0
goto [?= virtualinvoke r7.<java.io.PrintWriter: void flush()>()]	virtualinvoke r7.<java.io.PrintWriter: void flush()>()	0
$z3 = virtualinvoke r4.<java.lang.String: boolean equals(java.lang.Object)>("/deploy")	if $z3 != 0 goto virtualinvoke r7.<java.io.PrintWriter: void flush()>()	1
if $z3 != 0 goto virtualinvoke r7.<java.io.PrintWriter: void flush()>()	$r15 = newarray (java.lang.Object)[1]	0
if $z3 != 0 goto virtualinvoke r7.<java.io.PrintWriter: void flush()>()	virtualinvoke r7.<java.io.PrintWriter: void flush()>()	0
$r15 = newarray (java.lang.Object)[1]	$r15[0] = r4	1
$r15[0] = r4	$r16 = virtualinvoke r3.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String,java.lang.Object[])>("managerServlet.unknownCommand", $r15)	1
$r16 = virtualinvoke r3.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String,java.lang.Object[])>("managerServlet.unknownCommand", $r15)	virtualinvoke r7.<java.io.PrintWriter: void println(java.lang.String)>($r16)	1
virtualinvoke r7.<java.io.PrintWriter: void println(java.lang.String)>($r16)	virtualinvoke r7.<java.io.PrintWriter: void flush()>()	0
virtualinvoke r7.<java.io.PrintWriter: void flush()>()	virtualinvoke r7.<java.io.PrintWriter: void close()>()	0
virtualinvoke r7.<java.io.PrintWriter: void close()>()	return	0
